text,category,source,origin
अंडर-14 बैंडमिंटन में सम्यक और गुलसेदा विजेता रहे,Badminton,2023-09-21,news_dataset
No. 11/11 Women's Ice Hockey Begins 12-Game Road Stand at No ...,Ice Hockey,2023-10-11,news_dataset
Oak Grove High School debuts wrestling team,Wrestling,2023-11-12,news_dataset
Women's Swimming & Diving Continues Road Trip Wednesday at ...,Swimming,2023-11-11,news_dataset
2024 Gymnastics Season Tickets Available Now - Boise State ...,Gymnastics,2023-10-12,news_dataset
Aikey Hat Trick Caps Undefeated Regular Season - Stanford ...,Athletics,2023-11-04,news_dataset
Saudi Arabia-backed mixed martial arts league in talks to purchase ...,MMA,2023-11-11,news_dataset
"SMITH, Oyuki collab for the coolest new snowboarding gear of 2024 ...",Snowboarding,2023-11-10,news_dataset
Staying No. 1 the real challenge: Sania,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
GalleryIn pictures: Remembering Diogo Jota,Sports,CNN,sports_politics_data
California wants swimming pools to be more energy efficient to ...,Swimming,2023-11-06,news_dataset
Lara Stalder: Beyond The Ice | Issue 1,Ice Hockey,2023-09-20,news_dataset
Highest Centuries in Cricket,Cricket,2023-09-19,news_dataset
Montana high school volleyball box scores,Volleyball,2023-11-05,news_dataset
Football: Brighton 3-1 Bournemouth,Football,2023-09-26,news_dataset
Asian Games 2023 football schedule: Know fixtures and match start ...,Football,2023-09-30,news_dataset
Saina Nehwal storms into Thailand Open quarterfinals,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Oscar Piastri: Has Formula 1 found its new Kimi Raikkonen?,Formula1,2023-11-08,news_dataset
Sultanov appointed head coach of Tunisian taekwondo team,Tae Kwon Do,2023-09-22,news_dataset
"""Greatest victory in the history of boxing"" - Boxing promoter Eddie ...",Boxing,2023-11-01,news_dataset
Williams Esports: Petit Le Mans winners!,Esports,2023-11-12,news_dataset
Discover the Top Countries for Horse Racing in the US,Horse Racing,2023-09-27,news_dataset
‘Strongest neck in the world’: Man balances fridge on head while cycling,Cycling,2023-10-08,news_dataset
Surfer fights for his life after shark attack in Australia,Surfing,2023-09-23,news_dataset
Highland Park Taekwondo teen prodigy packs a punch,Tae Kwon Do,2023-11-09,news_dataset
Max Homa holds 1-stroke lead at Nedbank Golf Challenge - ESPN,Golf,2023-11-12,news_dataset
"Asian Games 2023 at Hangzhou 2022: Boxing preview, full ...",Boxing,2023-10-16,news_dataset
Tennis-Alcaraz says 'beautiful battle' with Djokovic drives him on,Tennis,2023-09-27,news_dataset
UW-Eau Claire's Presler Named Judy Kruckman Women's Tennis ...,Tennis,2023-10-23,news_dataset
Best of British: Will Ospreay interviewed,Wrestling,2023-09-17,news_dataset
Dedicated Skier Finds And Skis September Snow,Skiing,2023-10-03,news_dataset
नेशनल गेम्स: तीरंदाजी टीम ने इंडियन राउंड में जीता ब्रॉन्ज,Archery,2023-11-11,news_dataset
•AnalysisAnalysisSteven King/Icon Sportswire/Getty Images,Sports,CNN,sports_politics_data
State-level table tennis tournament gets under way in Vijayawada,Table Tennis,2023-11-16,news_dataset
Horseracing industry: Government support and recent developments ...,Horse Racing,2023-09-15,news_dataset
Syracuse women’s basketball: how the Orange can return to the 2024 NCAA Tournament,Basketball,2023-09-25,news_dataset
Swimming pool and spas,Swimming,2023-10-17,news_dataset
Football: GW 8: Burnley 1-4 Chelsea,Football,2023-10-31,news_dataset
Esports to represent Team USA at world championship in Turkey,Esports,2023-11-14,news_dataset
VideoLoyola Chicago’s beloved Sister Jean dies at 1060:30,Sports,CNN,sports_politics_data
"Asian Games: Zhou Zeqi wins taekwondo gold, Ke Jie takes Go silver",Tae Kwon Do,2023-10-10,news_dataset
Kohima Set To Hold Inter-department Badminton Tournament,Badminton,2023-10-05,news_dataset
"Freshmen Farah O'Keefe, Lauren Kim acing early tests for Texas ...",Golf,2023-10-18,news_dataset
The ‘Dota 2’ International 12 Prize Pool Is Historically Low,Esports,2023-09-30,news_dataset
NHL Rumors: Patrick Kane's free agency moves reaches new stage per insider,Ice Hockey,2023-11-05,news_dataset
Rúaidhrí O'Connor: Labelling Ireland as chokers is unfair and ...,Rugby,2023-10-16,news_dataset
"Women's Basketball Slips To San Diego State, 74-49 - University of ...",Basketball,2023-11-26,news_dataset
"Asian Games: Zhou Zeqi wins taekwondo gold, Ke Jie takes Go silver",Tae Kwon Do,2023-10-18,news_dataset
Low Energy Availability Guidance - Swim England Competitive ...,Swimming,2023-10-03,news_dataset
2023 World Gymnastics Championships: Three newcomers to watch ...,Gymnastics,2023-10-15,news_dataset
FCA holding end-of-year Virtual Golf Scramble,Golf,2023-11-16,news_dataset
Cardinal Signs Four Talented Gymnasts - Stanford University Athletics,Gymnastics,2023-11-26,news_dataset
New Table Tennis Bar Opens in Barnsley,Table Tennis,2023-11-11,news_dataset
The Gravy Train Continues: Zeke and Ben Score 6 to 8-Foot ...,Surfing,2023-09-20,news_dataset
'That Bothers Me' - Dissatisfied Chinese Tennis Icon Sheds Light on ...,Tennis,2023-10-28,news_dataset
Tickets on sale now for ONE Esports MPLI 2023,Esports,2023-09-20,news_dataset
Sam Pilgrim Hits Swiss Snowboard Jumps On Bike,Snowboarding,2023-11-26,news_dataset
Baseball: Orix ace Yoshinobu Yamamoto headed for record 1st MLB ...,Baseball,2023-11-16,news_dataset
"Molly Holly On Charlotte Flair, WWE/UFC Merger & Running For Connor's Cure - Exclusive",Wrestling,2023-10-24,news_dataset
Bocock sisters set to make World Cup skiing debuts - ESPN,Skiing,2023-11-05,news_dataset
Pakistans Asifa Ali wins gold medal in World Taekwondo Octagon Diamond Games,Tae Kwon Do,2023-09-21,news_dataset
Transfer deadline day - window is closed,Sports,https://www.bbc.com/sport,historical_timeline_sports
ITTF World Table Tennis Championships Finals 2023 - results,Table Tennis,2023-10-05,news_dataset
Koeman a 'master tactician of the blame game' - Republic of Ireland boss O'Neill,Sports,https://www.bbc.com/sport,historical_timeline_sports
Traffic Advisory for Duke Football Game on Nov. 2 | Duke Today,Football,2023-10-31,news_dataset
"Former NFL player Kevin Johnson killed at homeless encampment, medical examiner says",Sports,CNN,sports_politics_data
Carey Tabbed UCF Women's Basketball Assistant Coach,Basketball,2023-10-05,news_dataset
'Best of the Rest' Sprinter Josie Connelly Flips '24 Commitment From Tennessee to Michigan,Swimming,2023-11-26,news_dataset
CNN Exclusive‘We have a mission in the US’: France star Ousmane Dembélé tells CNN he’s targeting World Cup glory after huge 2025,Sports,CNN,sports_politics_data
West Brom appoint Tony Pulis as head coach on a two-and-a-half-year deal,Sports,https://www.bbc.com/sport,historical_timeline_sports
Asian Games 2023 table tennis: Ayhika Mukherjee-Sutirtha ...,Table Tennis,2023-11-01,news_dataset
Turn jungle Baxia into a breakneck bulldozer when you equip these ...,Esports,2023-09-27,news_dataset
Swimming & Diving Unveils 2023-24 Schedule,Athletics,2023-09-19,news_dataset
"Father, daughter in France set world record after cycling over 2000 ...",Cycling,2023-10-14,news_dataset
Rapists planned to kill Andheri teen,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Video‘I pray they’re smiling down on me now’: How Maxim Naumov is preparing for the Olympics one year after losing his parents1:46,Sports,CNN,sports_politics_data
"Charles Oliveira reveals recovery timeline, aims for UFC 294 winner or Conor McGregor ‘money fight’",MMA,2023-11-03,news_dataset
"Ruapehu has had a great ski season, but we need to reimagine the future of NZ's iconic volcano",Snowboarding,2023-09-29,news_dataset
UE rookies shine in HK fencing meet,Fencing,2023-09-27,news_dataset
16-year-old Korean Lee Chae-un wins snowboard halfpipe title at ...,Snowboarding,2023-10-24,news_dataset
Girls prep swimming: Rams cruise past Hempstead | Local Sports ...,Swimming,2023-09-20,news_dataset
Lions Hang Tough in Battle with Pilots,Athletics,2023-10-08,news_dataset
Jarred Brooks on Mikey Musumeci going into MMA: “I think that he would beat your average fighters”,MMA,2023-10-03,news_dataset
"Waka Kotahi puts funding for cycling, walking and public transport ...",Cycling,2023-11-05,news_dataset
Who is the greatest cyclist of all time?,Cycling,2023-10-23,news_dataset
Dominant Nadal reaches Miami Open final,Sports,https://www.bbc.com/sport,historical_timeline_sports
Men's Basketball Practice Photo Gallery (Sept. 26) – UK Athletics,Basketball,2023-09-29,news_dataset
Former World No. 1 Momota wins first badminton title in two years,Badminton,2023-11-12,news_dataset
Where to Watch Gymnastics World Championships live stream ...,Gymnastics,2023-11-03,news_dataset
'Mr. Jumps' JuVaughn Harrison eyes Olympic leap in not one ...,Athletics,2023-09-23,news_dataset
"What South Africa learnt from playing incredible, intimidating India",Cricket,2023-11-06,news_dataset
Eagles Compete at the Arturo Barrios Invitational,Athletics,2023-10-13,news_dataset
"PM congratulates Sivarajan, Krishna Nagar for winning bronze in ...",Badminton,2023-11-14,news_dataset
Longer rugby careers linked to higher risk of brain injury - study,Rugby,2023-10-31,news_dataset
New initiative to promote women in cycling| The New Times,Cycling,2023-11-14,news_dataset
1st T20I -  01IND202/320.0 ovNZ149/820.0 ovIndia beat New Zealand by 53 runs,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Former U of M baseball champ has 'widow-maker' heart attack at perfect place — a baseball game,Baseball,2023-10-11,news_dataset
Volleyball Sweeps Michigan to Open B1G Action,Volleyball,2023-09-24,news_dataset
A guide to NFL football now that Taylor Swift's going to games,American Football,2023-10-19,news_dataset
Basketball World Cup 2023: Why South Sudan and Cape Verde can shine,Basketball,2023-09-20,news_dataset
First Warriors' Path State Park Golf Course tournament held | Local ...,Golf,2023-11-01,news_dataset
ATF Jet fuel prices slashed by 7.3 per cent,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
2 Quebecers will represent Tennis Canada at Billie Jean King Cup,Tennis,2023-10-09,news_dataset
Christian shows out at Pentagon Tournament and more from ...,Volleyball,2023-09-24,news_dataset
"IMPACT! on AXS TV Results: October 12, 2023 – IMPACT Wrestling",Wrestling,2023-10-15,news_dataset
"Islam Makhachev wants Colby Covington next to test his wrestling against his: ""He's a good fighter"" | BJPenn.com",Wrestling,2023-10-04,news_dataset
Asian Games badminton draw: what are India's medal chances in team events? - ESPN,Badminton,2023-09-29,news_dataset
"JioGames, OMEN, and Intel team up for ‘Digital Level Up’ Esports event",Esports,2023-09-18,news_dataset
"Golf: Neha, Tvesa, Pranavi ready to battle it out in 13th Leg of WPGT",Golf,2023-09-18,news_dataset
Monday Night Football doubleheader: Why two games today?,American Football,2023-10-17,news_dataset
Petition to remove 'illegal' fence on much-loved green,Fencing,2023-10-12,news_dataset
Jeffer's expertise makes him a good choice for junior singles head ...,Badminton,2023-11-06,news_dataset
"Asian Games 2023 wrestling: Get results, scores of Indian wrestlers ...",Wrestling,2023-10-07,news_dataset
2027 expanded to 24 teams ｜ Rugby World Cup 2023,Rugby,2023-11-10,news_dataset
World Cup snowboard cross: Charlotte Bankes and Martin Noerl ...,Snowboarding,2023-09-20,news_dataset
‘The BJP’s World Cup’: India’s Modi wields cricket as a political weapon,Cricket,2023-10-04,news_dataset
VideoMeet the champion figure skater who is also an intern attorney1:15,Sports,CNN,sports_politics_data
Men's Basketball Opens Season Monday at Home - University of ...,Basketball,2023-11-03,news_dataset
Azerbaijan name 12-taekwondo squad for 3rd Qatar International ...,Tae Kwon Do,2023-11-18,news_dataset
USA Taekwondo's Kaitlyn Marie Reclusado Secures First Team ...,Tae Kwon Do,2023-11-08,news_dataset
MMA’s Joanna Jedrzejczyk Jumps On New AI Yearbook Trend,MMA,2023-10-15,news_dataset
"UFC, WWE merger: How the MMA promotion should move forward ...",MMA,2023-09-23,news_dataset
"VideoNBA is embracing Chinese social media, but with extra caution1:49",Sports,CNN,sports_politics_data
Insider Forecasts Another No. 1 Class for Blue Devils,Basketball,2023-09-30,news_dataset
Look good this summer. Beauty products for you. Shop Now,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
UFC Vegas 80 predictions,MMA,2023-10-13,news_dataset
How to become a professional esports player,Esports,2023-09-25,news_dataset
Telford boxing club calls on community to join the fight to keep kids ...,Boxing,2023-11-10,news_dataset
"NZ vs PAK Highlights, World Cup: Pakistan beat New Zealand by 21 runs on DLS",Cricket,2023-11-07,news_dataset
Highlights | NZ Vs NED ICC ODI World Cup 2023 Live Cricket Score and Updates: New Zealand Beat Nethe,Cricket,2023-10-09,news_dataset
"DAMN! They Were Good: Wanderlei Silva, the most intimidating fighter in MMA history",MMA,2023-11-10,news_dataset
"Ayush, the ‘next Shetty of Indian badminton,’ picks up lessons for future in Junior Worlds bronze medal run",Badminton,2023-11-03,news_dataset
Killington Resort now open for the season,Snowboarding,2023-11-05,news_dataset
How one simple word ruined the career of a children's gymnastics coach and turned his life upside down: 'It's,Gymnastics,2023-11-01,news_dataset
National archery team coach dreaming of more slots for Kenya at ...,Archery,2023-09-19,news_dataset
Santa Clara Upends Boise State in Las Vegas - Boise State ...,Athletics,2023-11-25,news_dataset
Baseball expansion: Does Utah have a shot at a major league team?,Baseball,2023-10-09,news_dataset
Indian school for wrestling helps women chase better life and glory,Wrestling,2023-11-01,news_dataset
